All Solar Panel Groups
----------------------

       Time (UTCG)          Power (W)    Solar Intensity
26 Jun 2023 18:25:20.000        5.440           1.000000
26 Jun 2023 18:25:25.000        5.387           1.000000
26 Jun 2023 18:25:30.000        5.546           1.000000
26 Jun 2023 18:25:35.000        5.757           1.000000
26 Jun 2023 18:25:40.000        5.810           1.000000
26 Jun 2023 18:25:45.000        5.863           1.000000
26 Jun 2023 18:25:50.000        5.915           1.000000
26 Jun 2023 18:25:55.000        6.021           1.000000
26 Jun 2023 18:26:00.000        5.915           1.000000
26 Jun 2023 18:26:05.000        5.968           1.000000
26 Jun 2023 18:26:10.000        5.757           1.000000
26 Jun 2023 18:26:15.000        5.704           1.000000
26 Jun 2023 18:26:20.000        5.704           1.000000
26 Jun 2023 18:26:25.000        5.651           1.000000
26 Jun 2023 18:26:30.000        5.704           1.000000
26 Jun 2023 18:26:35.000        5.651           1.000000
26 Jun 2023 18:26:40.000        5.757           1.000000
26 Jun 2023 18:26:45.000        5.757           1.000000
26 Jun 2023 18:26:50.000        5.968           1.000000
26 Jun 2023 18:26:55.000        5.915           1.000000
26 Jun 2023 18:27:00.000        6.074           1.000000
26 Jun 2023 18:27:05.000        6.232           1.000000
26 Jun 2023 18:27:10.000        6.232           1.000000
26 Jun 2023 18:27:15.000        6.074           1.000000
26 Jun 2023 18:27:20.000        6.074           1.000000
26 Jun 2023 18:27:25.000        6.074           1.000000
26 Jun 2023 18:27:30.000        6.074           1.000000
26 Jun 2023 18:27:35.000        6.127           1.000000
26 Jun 2023 18:27:40.000        6.179           1.000000
26 Jun 2023 18:27:45.000        6.127           1.000000
26 Jun 2023 18:27:50.000        6.021           1.000000
26 Jun 2023 18:27:55.000        3.503           0.566834
26 Jun 2023 18:28:00.000        0.023           0.003769
26 Jun 2023 18:28:05.000        0.000           0.000000
26 Jun 2023 18:28:10.000        0.000           0.000000
26 Jun 2023 18:28:15.000        0.000           0.000000
26 Jun 2023 18:28:20.000        0.000           0.000000
26 Jun 2023 18:28:25.000        0.000           0.000000
26 Jun 2023 18:28:30.000        0.000           0.000000
26 Jun 2023 18:28:35.000        0.000           0.000000
26 Jun 2023 18:28:40.000        0.000           0.000000
26 Jun 2023 18:28:45.000        0.000           0.000000
26 Jun 2023 18:28:50.000        0.000           0.000000
26 Jun 2023 18:28:55.000        0.000           0.000000
26 Jun 2023 18:29:00.000        0.000           0.000000
26 Jun 2023 18:29:05.000        0.000           0.000000
26 Jun 2023 18:29:10.000        0.000           0.000000
26 Jun 2023 18:29:15.000        0.000           0.000000
26 Jun 2023 18:29:20.000        0.000           0.000000
26 Jun 2023 18:29:25.000        0.000           0.000000
26 Jun 2023 18:29:30.000        0.000           0.000000
26 Jun 2023 18:29:35.000        0.000           0.000000
26 Jun 2023 18:29:40.000        0.000           0.000000
26 Jun 2023 18:29:45.000        0.000           0.000000
26 Jun 2023 18:29:50.000        0.000           0.000000
26 Jun 2023 18:29:55.000        0.000           0.000000
26 Jun 2023 18:30:00.000        0.000           0.000000
26 Jun 2023 18:30:05.000        0.000           0.000000
26 Jun 2023 18:30:10.000        0.000           0.000000
26 Jun 2023 18:30:15.000        0.000           0.000000
26 Jun 2023 18:30:20.000        0.000           0.000000
26 Jun 2023 18:30:25.000        0.000           0.000000
26 Jun 2023 18:30:30.000        0.000           0.000000
26 Jun 2023 18:30:35.000        0.000           0.000000
26 Jun 2023 18:30:40.000        0.000           0.000000
26 Jun 2023 18:30:45.000        0.000           0.000000
26 Jun 2023 18:30:50.000        0.000           0.000000
26 Jun 2023 18:30:55.000        0.000           0.000000
26 Jun 2023 18:31:00.000        0.000           0.000000
26 Jun 2023 18:31:05.000        0.000           0.000000
26 Jun 2023 18:31:10.000        0.000           0.000000
26 Jun 2023 18:31:15.000        0.000           0.000000
26 Jun 2023 18:31:20.000        0.000           0.000000
26 Jun 2023 18:31:25.000        0.000           0.000000
26 Jun 2023 18:31:30.000        0.000           0.000000
26 Jun 2023 18:31:35.000        0.000           0.000000
26 Jun 2023 18:31:40.000        0.000           0.000000
26 Jun 2023 18:31:45.000        0.000           0.000000
26 Jun 2023 18:31:50.000        0.000           0.000000
26 Jun 2023 18:31:55.000        0.000           0.000000
26 Jun 2023 18:32:00.000        0.000           0.000000
26 Jun 2023 18:32:05.000        0.000           0.000000
26 Jun 2023 18:32:10.000        0.000           0.000000
26 Jun 2023 18:32:15.000        0.000           0.000000
26 Jun 2023 18:32:20.000        0.000           0.000000
26 Jun 2023 18:32:25.000        0.000           0.000000
26 Jun 2023 18:32:30.000        0.000           0.000000
26 Jun 2023 18:32:35.000        0.000           0.000000
26 Jun 2023 18:32:40.000        0.000           0.000000
26 Jun 2023 18:32:45.000        0.000           0.000000
26 Jun 2023 18:32:50.000        0.000           0.000000
26 Jun 2023 18:32:55.000        0.000           0.000000
26 Jun 2023 18:33:00.000        0.000           0.000000
26 Jun 2023 18:33:05.000        0.000           0.000000
26 Jun 2023 18:33:10.000        0.000           0.000000
26 Jun 2023 18:33:15.000        0.000           0.000000
26 Jun 2023 18:33:20.000        0.000           0.000000
26 Jun 2023 18:33:25.000        0.000           0.000000
26 Jun 2023 18:33:30.000        0.000           0.000000
26 Jun 2023 18:33:35.000        0.000           0.000000
26 Jun 2023 18:33:40.000        0.000           0.000000
26 Jun 2023 18:33:45.000        0.000           0.000000
26 Jun 2023 18:33:50.000        0.000           0.000000
26 Jun 2023 18:33:55.000        0.000           0.000000
26 Jun 2023 18:34:00.000        0.000           0.000000
26 Jun 2023 18:34:05.000        0.000           0.000000
26 Jun 2023 18:34:10.000        0.000           0.000000
26 Jun 2023 18:34:15.000        0.000           0.000000
26 Jun 2023 18:34:20.000        0.000           0.000000
26 Jun 2023 18:34:25.000        0.000           0.000000
26 Jun 2023 18:34:30.000        0.000           0.000000
26 Jun 2023 18:34:35.000        0.000           0.000000
26 Jun 2023 18:34:40.000        0.000           0.000000
26 Jun 2023 18:34:45.000        0.000           0.000000
26 Jun 2023 18:34:50.000        0.000           0.000000
26 Jun 2023 18:34:55.000        0.000           0.000000
26 Jun 2023 18:35:00.000        0.000           0.000000
26 Jun 2023 18:35:05.000        0.000           0.000000
26 Jun 2023 18:35:10.000        0.000           0.000000
26 Jun 2023 18:35:15.000        0.000           0.000000
26 Jun 2023 18:35:20.000        0.000           0.000000
26 Jun 2023 18:35:25.000        0.000           0.000000
26 Jun 2023 18:35:30.000        0.000           0.000000
26 Jun 2023 18:35:35.000        0.000           0.000000
26 Jun 2023 18:35:40.000        0.000           0.000000
26 Jun 2023 18:35:45.000        0.000           0.000000
26 Jun 2023 18:35:50.000        0.000           0.000000
26 Jun 2023 18:35:55.000        0.000           0.000000
26 Jun 2023 18:36:00.000        0.000           0.000000
26 Jun 2023 18:36:05.000        0.000           0.000000
26 Jun 2023 18:36:10.000        0.000           0.000000
26 Jun 2023 18:36:15.000        0.000           0.000000
26 Jun 2023 18:36:20.000        0.000           0.000000
26 Jun 2023 18:36:25.000        0.000           0.000000
26 Jun 2023 18:36:30.000        0.000           0.000000
26 Jun 2023 18:36:35.000        0.000           0.000000
26 Jun 2023 18:36:40.000        0.000           0.000000
26 Jun 2023 18:36:45.000        0.000           0.000000
26 Jun 2023 18:36:50.000        0.000           0.000000
26 Jun 2023 18:36:55.000        0.000           0.000000
26 Jun 2023 18:37:00.000        0.000           0.000000
26 Jun 2023 18:37:05.000        0.000           0.000000
26 Jun 2023 18:37:10.000        0.000           0.000000
26 Jun 2023 18:37:15.000        0.000           0.000000
26 Jun 2023 18:37:20.000        0.000           0.000000
26 Jun 2023 18:37:25.000        0.000           0.000000
26 Jun 2023 18:37:30.000        0.000           0.000000
26 Jun 2023 18:37:35.000        0.000           0.000000
26 Jun 2023 18:37:40.000        0.000           0.000000
26 Jun 2023 18:37:45.000        0.000           0.000000
26 Jun 2023 18:37:50.000        0.000           0.000000
26 Jun 2023 18:37:55.000        0.000           0.000000
26 Jun 2023 18:38:00.000        0.000           0.000000
26 Jun 2023 18:38:05.000        0.000           0.000000
26 Jun 2023 18:38:10.000        0.000           0.000000
26 Jun 2023 18:38:15.000        0.000           0.000000
26 Jun 2023 18:38:20.000        0.000           0.000000
26 Jun 2023 18:38:25.000        0.000           0.000000
26 Jun 2023 18:38:30.000        0.000           0.000000
26 Jun 2023 18:38:35.000        0.000           0.000000
26 Jun 2023 18:38:40.000        0.000           0.000000
26 Jun 2023 18:38:45.000        0.000           0.000000
26 Jun 2023 18:38:50.000        0.000           0.000000
26 Jun 2023 18:38:55.000        0.000           0.000000
26 Jun 2023 18:39:00.000        0.000           0.000000
26 Jun 2023 18:39:05.000        0.000           0.000000
26 Jun 2023 18:39:10.000        0.000           0.000000
26 Jun 2023 18:39:15.000        0.000           0.000000
26 Jun 2023 18:39:20.000        0.000           0.000000
26 Jun 2023 18:39:25.000        0.000           0.000000
26 Jun 2023 18:39:30.000        0.000           0.000000
26 Jun 2023 18:39:35.000        0.000           0.000000
26 Jun 2023 18:39:40.000        0.000           0.000000
26 Jun 2023 18:39:45.000        0.000           0.000000
26 Jun 2023 18:39:50.000        0.000           0.000000
26 Jun 2023 18:39:55.000        0.000           0.000000
26 Jun 2023 18:40:00.000        0.000           0.000000
26 Jun 2023 18:40:05.000        0.000           0.000000
26 Jun 2023 18:40:10.000        0.000           0.000000
26 Jun 2023 18:40:15.000        0.000           0.000000
26 Jun 2023 18:40:20.000        0.000           0.000000
26 Jun 2023 18:40:25.000        0.000           0.000000
26 Jun 2023 18:40:30.000        0.000           0.000000
26 Jun 2023 18:40:35.000        0.000           0.000000
26 Jun 2023 18:40:40.000        0.000           0.000000
26 Jun 2023 18:40:45.000        0.000           0.000000
26 Jun 2023 18:40:50.000        0.000           0.000000
26 Jun 2023 18:40:55.000        0.000           0.000000
26 Jun 2023 18:41:00.000        0.000           0.000000
26 Jun 2023 18:41:05.000        0.000           0.000000
26 Jun 2023 18:41:10.000        0.000           0.000000
26 Jun 2023 18:41:15.000        0.000           0.000000
26 Jun 2023 18:41:20.000        0.000           0.000000
26 Jun 2023 18:41:25.000        0.000           0.000000
26 Jun 2023 18:41:30.000        0.000           0.000000
26 Jun 2023 18:41:35.000        0.000           0.000000
26 Jun 2023 18:41:40.000        0.000           0.000000
26 Jun 2023 18:41:45.000        0.000           0.000000
26 Jun 2023 18:41:50.000        0.000           0.000000
26 Jun 2023 18:41:55.000        0.000           0.000000
26 Jun 2023 18:42:00.000        0.000           0.000000
26 Jun 2023 18:42:05.000        0.000           0.000000
26 Jun 2023 18:42:10.000        0.000           0.000000
26 Jun 2023 18:42:15.000        0.000           0.000000
26 Jun 2023 18:42:20.000        0.000           0.000000
26 Jun 2023 18:42:25.000        0.000           0.000000
26 Jun 2023 18:42:30.000        0.000           0.000000
26 Jun 2023 18:42:35.000        0.000           0.000000
26 Jun 2023 18:42:40.000        0.000           0.000000
26 Jun 2023 18:42:45.000        0.000           0.000000
26 Jun 2023 18:42:50.000        0.000           0.000000
26 Jun 2023 18:42:55.000        0.000           0.000000
26 Jun 2023 18:43:00.000        0.000           0.000000
26 Jun 2023 18:43:05.000        0.000           0.000000
26 Jun 2023 18:43:10.000        0.000           0.000000
26 Jun 2023 18:43:15.000        0.000           0.000000
26 Jun 2023 18:43:20.000        0.000           0.000000
26 Jun 2023 18:43:25.000        0.000           0.000000
26 Jun 2023 18:43:30.000        0.000           0.000000
26 Jun 2023 18:43:35.000        0.000           0.000000
26 Jun 2023 18:43:40.000        0.000           0.000000
26 Jun 2023 18:43:45.000        0.000           0.000000
26 Jun 2023 18:43:50.000        0.000           0.000000
26 Jun 2023 18:43:55.000        0.000           0.000000
26 Jun 2023 18:44:00.000        0.000           0.000000
26 Jun 2023 18:44:05.000        0.000           0.000000
26 Jun 2023 18:44:10.000        0.000           0.000000
26 Jun 2023 18:44:15.000        0.000           0.000000
26 Jun 2023 18:44:20.000        0.000           0.000000
26 Jun 2023 18:44:25.000        0.000           0.000000
26 Jun 2023 18:44:30.000        0.000           0.000000
26 Jun 2023 18:44:35.000        0.000           0.000000
26 Jun 2023 18:44:40.000        0.000           0.000000
26 Jun 2023 18:44:45.000        0.000           0.000000
26 Jun 2023 18:44:50.000        0.000           0.000000
26 Jun 2023 18:44:55.000        0.000           0.000000
26 Jun 2023 18:45:00.000        0.000           0.000000
26 Jun 2023 18:45:05.000        0.000           0.000000
26 Jun 2023 18:45:10.000        0.000           0.000000
26 Jun 2023 18:45:15.000        0.000           0.000000
26 Jun 2023 18:45:20.000        0.000           0.000000
26 Jun 2023 18:45:25.000        0.000           0.000000
26 Jun 2023 18:45:30.000        0.000           0.000000
26 Jun 2023 18:45:35.000        0.000           0.000000
26 Jun 2023 18:45:40.000        0.000           0.000000
26 Jun 2023 18:45:45.000        0.000           0.000000
26 Jun 2023 18:45:50.000        0.000           0.000000
26 Jun 2023 18:45:55.000        0.000           0.000000
26 Jun 2023 18:46:00.000        0.000           0.000000
26 Jun 2023 18:46:05.000        0.000           0.000000
26 Jun 2023 18:46:10.000        0.000           0.000000
26 Jun 2023 18:46:15.000        0.000           0.000000
26 Jun 2023 18:46:20.000        0.000           0.000000
26 Jun 2023 18:46:25.000        0.000           0.000000
26 Jun 2023 18:46:30.000        0.000           0.000000
26 Jun 2023 18:46:35.000        0.000           0.000000
26 Jun 2023 18:46:40.000        0.000           0.000000
26 Jun 2023 18:46:45.000        0.000           0.000000
26 Jun 2023 18:46:50.000        0.000           0.000000
26 Jun 2023 18:46:55.000        0.000           0.000000
26 Jun 2023 18:47:00.000        0.000           0.000000
26 Jun 2023 18:47:05.000        0.000           0.000000
26 Jun 2023 18:47:10.000        0.000           0.000000
26 Jun 2023 18:47:15.000        0.000           0.000000
26 Jun 2023 18:47:20.000        0.000           0.000000
26 Jun 2023 18:47:25.000        0.000           0.000000
26 Jun 2023 18:47:30.000        0.000           0.000000
26 Jun 2023 18:47:35.000        0.000           0.000000
26 Jun 2023 18:47:40.000        0.000           0.000000
26 Jun 2023 18:47:45.000        0.000           0.000000
26 Jun 2023 18:47:50.000        0.000           0.000000
26 Jun 2023 18:47:55.000        0.000           0.000000
26 Jun 2023 18:48:00.000        0.000           0.000000
26 Jun 2023 18:48:05.000        0.000           0.000000
26 Jun 2023 18:48:10.000        0.000           0.000000
26 Jun 2023 18:48:15.000        0.000           0.000000
26 Jun 2023 18:48:20.000        0.000           0.000000
26 Jun 2023 18:48:25.000        0.000           0.000000
26 Jun 2023 18:48:30.000        0.000           0.000000
26 Jun 2023 18:48:35.000        0.000           0.000000
26 Jun 2023 18:48:40.000        0.000           0.000000
26 Jun 2023 18:48:45.000        0.000           0.000000
26 Jun 2023 18:48:50.000        0.000           0.000000
26 Jun 2023 18:48:55.000        0.000           0.000000
26 Jun 2023 18:49:00.000        0.000           0.000000
26 Jun 2023 18:49:05.000        0.000           0.000000
26 Jun 2023 18:49:10.000        0.000           0.000000
26 Jun 2023 18:49:15.000        0.000           0.000000
26 Jun 2023 18:49:20.000        0.000           0.000000
26 Jun 2023 18:49:25.000        0.000           0.000000
26 Jun 2023 18:49:30.000        0.000           0.000000
26 Jun 2023 18:49:35.000        0.000           0.000000
26 Jun 2023 18:49:40.000        0.000           0.000000
26 Jun 2023 18:49:45.000        0.000           0.000000
26 Jun 2023 18:49:50.000        0.000           0.000000
26 Jun 2023 18:49:55.000        0.000           0.000000
26 Jun 2023 18:50:00.000        0.000           0.000000
26 Jun 2023 18:50:05.000        0.000           0.000000
26 Jun 2023 18:50:10.000        0.000           0.000000
26 Jun 2023 18:50:15.000        0.000           0.000000
26 Jun 2023 18:50:20.000        0.000           0.000000
26 Jun 2023 18:50:25.000        0.000           0.000000
26 Jun 2023 18:50:30.000        0.000           0.000000
26 Jun 2023 18:50:35.000        0.000           0.000000
26 Jun 2023 18:50:40.000        0.000           0.000000
26 Jun 2023 18:50:45.000        0.000           0.000000
26 Jun 2023 18:50:50.000        0.000           0.000000
26 Jun 2023 18:50:55.000        0.000           0.000000
26 Jun 2023 18:51:00.000        0.000           0.000000
26 Jun 2023 18:51:05.000        0.000           0.000000
26 Jun 2023 18:51:10.000        0.000           0.000000
26 Jun 2023 18:51:15.000        0.000           0.000000
26 Jun 2023 18:51:20.000        0.000           0.000000
26 Jun 2023 18:51:25.000        0.000           0.000000
26 Jun 2023 18:51:30.000        0.000           0.000000
26 Jun 2023 18:51:35.000        0.000           0.000000
26 Jun 2023 18:51:40.000        0.000           0.000000
26 Jun 2023 18:51:45.000        0.000           0.000000
26 Jun 2023 18:51:50.000        0.000           0.000000
26 Jun 2023 18:51:55.000        0.000           0.000000
26 Jun 2023 18:52:00.000        0.000           0.000000
26 Jun 2023 18:52:05.000        0.000           0.000000
26 Jun 2023 18:52:10.000        0.000           0.000000
26 Jun 2023 18:52:15.000        0.000           0.000000
26 Jun 2023 18:52:20.000        0.000           0.000000
26 Jun 2023 18:52:25.000        0.000           0.000000
26 Jun 2023 18:52:30.000        0.000           0.000000
26 Jun 2023 18:52:35.000        0.000           0.000000
26 Jun 2023 18:52:40.000        0.000           0.000000
26 Jun 2023 18:52:45.000        0.000           0.000000
26 Jun 2023 18:52:50.000        0.000           0.000000
26 Jun 2023 18:52:55.000        0.000           0.000000
26 Jun 2023 18:53:00.000        0.000           0.000000
26 Jun 2023 18:53:05.000        0.000           0.000000
26 Jun 2023 18:53:10.000        0.000           0.000000
26 Jun 2023 18:53:15.000        0.000           0.000000
26 Jun 2023 18:53:20.000        0.000           0.000000
26 Jun 2023 18:53:25.000        0.000           0.000000
26 Jun 2023 18:53:30.000        0.000           0.000000
26 Jun 2023 18:53:35.000        0.000           0.000000
26 Jun 2023 18:53:40.000        0.000           0.000000
26 Jun 2023 18:53:45.000        0.000           0.000000
26 Jun 2023 18:53:50.000        0.000           0.000000
26 Jun 2023 18:53:55.000        0.000           0.000000
26 Jun 2023 18:54:00.000        0.000           0.000000
26 Jun 2023 18:54:05.000        0.000           0.000000
26 Jun 2023 18:54:10.000        0.000           0.000000
26 Jun 2023 18:54:15.000        0.000           0.000000
26 Jun 2023 18:54:20.000        0.000           0.000000
26 Jun 2023 18:54:25.000        0.000           0.000000
26 Jun 2023 18:54:30.000        0.000           0.000000
26 Jun 2023 18:54:35.000        0.000           0.000000
26 Jun 2023 18:54:40.000        0.000           0.000000
26 Jun 2023 18:54:45.000        0.000           0.000000
26 Jun 2023 18:54:50.000        0.000           0.000000
26 Jun 2023 18:54:55.000        0.000           0.000000
26 Jun 2023 18:55:00.000        0.000           0.000000
26 Jun 2023 18:55:05.000        0.000           0.000000
26 Jun 2023 18:55:10.000        0.000           0.000000
26 Jun 2023 18:55:15.000        0.000           0.000000
26 Jun 2023 18:55:20.000        0.000           0.000000
26 Jun 2023 18:55:25.000        0.000           0.000000
26 Jun 2023 18:55:30.000        0.000           0.000000
26 Jun 2023 18:55:35.000        0.000           0.000000
26 Jun 2023 18:55:40.000        0.000           0.000000
26 Jun 2023 18:55:45.000        0.000           0.000000
26 Jun 2023 18:55:50.000        0.000           0.000000
26 Jun 2023 18:55:55.000        0.000           0.000000
26 Jun 2023 18:56:00.000        0.000           0.000000
26 Jun 2023 18:56:05.000        0.000           0.000000
26 Jun 2023 18:56:10.000        0.000           0.000000
26 Jun 2023 18:56:15.000        0.000           0.000000
26 Jun 2023 18:56:20.000        0.000           0.000000
26 Jun 2023 18:56:25.000        0.000           0.000000
26 Jun 2023 18:56:30.000        0.000           0.000000
26 Jun 2023 18:56:35.000        0.000           0.000000
26 Jun 2023 18:56:40.000        0.000           0.000000
26 Jun 2023 18:56:45.000        0.000           0.000000
26 Jun 2023 18:56:50.000        0.000           0.000000
26 Jun 2023 18:56:55.000        0.000           0.000000
26 Jun 2023 18:57:00.000        0.000           0.000000
26 Jun 2023 18:57:05.000        0.000           0.000000
26 Jun 2023 18:57:10.000        0.000           0.000000
26 Jun 2023 18:57:15.000        0.000           0.000000
26 Jun 2023 18:57:20.000        0.000           0.000000
26 Jun 2023 18:57:25.000        0.000           0.000000
26 Jun 2023 18:57:30.000        0.000           0.000000
26 Jun 2023 18:57:35.000        0.000           0.000000
26 Jun 2023 18:57:40.000        0.000           0.000000
26 Jun 2023 18:57:45.000        0.000           0.000000
26 Jun 2023 18:57:50.000        0.000           0.000000
26 Jun 2023 18:57:55.000        0.000           0.000000
26 Jun 2023 18:58:00.000        0.000           0.000000
26 Jun 2023 18:58:05.000        0.000           0.000000
26 Jun 2023 18:58:10.000        0.000           0.000000
26 Jun 2023 18:58:15.000        0.000           0.000000
26 Jun 2023 18:58:20.000        0.000           0.000000
26 Jun 2023 18:58:25.000        0.000           0.000000
26 Jun 2023 18:58:30.000        0.000           0.000000
26 Jun 2023 18:58:35.000        0.000           0.000000
26 Jun 2023 18:58:40.000        0.000           0.000000
26 Jun 2023 18:58:45.000        0.000           0.000000
26 Jun 2023 18:58:50.000        0.000           0.000000
26 Jun 2023 18:58:55.000        0.000           0.000000
26 Jun 2023 18:59:00.000        0.000           0.000000
26 Jun 2023 18:59:05.000        0.000           0.000000
26 Jun 2023 18:59:10.000        0.000           0.000000
26 Jun 2023 18:59:15.000        0.000           0.000000
26 Jun 2023 18:59:20.000        0.000           0.000000
26 Jun 2023 18:59:25.000        0.000           0.000000
26 Jun 2023 18:59:30.000        0.000           0.000000
26 Jun 2023 18:59:35.000        0.000           0.000000
26 Jun 2023 18:59:40.000        0.000           0.000000
26 Jun 2023 18:59:45.000        0.000           0.000000
26 Jun 2023 18:59:50.000        0.000           0.000000
26 Jun 2023 18:59:55.000        0.000           0.000000
26 Jun 2023 19:00:00.000        0.000           0.000000
26 Jun 2023 19:00:05.000        0.000           0.000000
26 Jun 2023 19:00:10.000        0.000           0.000000
26 Jun 2023 19:00:15.000        0.000           0.000000
26 Jun 2023 19:00:20.000        0.000           0.000000
26 Jun 2023 19:00:25.000        0.000           0.000000
26 Jun 2023 19:00:30.000        0.000           0.000000
26 Jun 2023 19:00:35.000        0.000           0.000000
26 Jun 2023 19:00:40.000        0.000           0.000000
26 Jun 2023 19:00:45.000        0.000           0.000000
26 Jun 2023 19:00:50.000        0.000           0.000000
26 Jun 2023 19:00:55.000        0.000           0.000000
26 Jun 2023 19:01:00.000        0.000           0.000000
26 Jun 2023 19:01:05.000        0.000           0.000000
26 Jun 2023 19:01:10.000        0.000           0.000000
26 Jun 2023 19:01:15.000        0.000           0.000000
26 Jun 2023 19:01:20.000        0.000           0.000000
26 Jun 2023 19:01:25.000        0.000           0.000000
26 Jun 2023 19:01:30.000        0.000           0.000000
26 Jun 2023 19:01:35.000        0.000           0.000000
26 Jun 2023 19:01:40.000        0.000           0.000000
26 Jun 2023 19:01:45.000        0.000           0.000000
26 Jun 2023 19:01:50.000        0.000           0.000000
26 Jun 2023 19:01:55.000        0.000           0.000000
26 Jun 2023 19:02:00.000        0.000           0.000000
26 Jun 2023 19:02:05.000        0.000           0.000000
26 Jun 2023 19:02:10.000        0.000           0.000000
26 Jun 2023 19:02:15.000        0.000           0.000000
26 Jun 2023 19:02:20.000        0.000           0.000000
26 Jun 2023 19:02:25.000        0.000           0.000000
26 Jun 2023 19:02:30.000        2.951           0.490184
26 Jun 2023 19:02:35.000        6.021           1.000000
26 Jun 2023 19:02:40.000        5.968           1.000000
26 Jun 2023 19:02:45.000        6.074           1.000000
26 Jun 2023 19:02:50.000        5.968           1.000000
26 Jun 2023 19:02:55.000        5.968           1.000000
26 Jun 2023 19:03:00.000        5.915           1.000000
26 Jun 2023 19:03:05.000        6.021           1.000000
26 Jun 2023 19:03:10.000        6.074           1.000000
26 Jun 2023 19:03:15.000        6.021           1.000000
26 Jun 2023 19:03:20.000        5.915           1.000000
26 Jun 2023 19:03:25.000        5.757           1.000000
26 Jun 2023 19:03:30.000        5.651           1.000000
26 Jun 2023 19:03:35.000        5.810           1.000000
26 Jun 2023 19:03:40.000        5.863           1.000000
26 Jun 2023 19:03:45.000        5.810           1.000000
26 Jun 2023 19:03:50.000        5.810           1.000000
26 Jun 2023 19:03:55.000        5.968           1.000000
26 Jun 2023 19:04:00.000        5.915           1.000000
26 Jun 2023 19:04:05.000        5.810           1.000000
26 Jun 2023 19:04:10.000        5.863           1.000000
26 Jun 2023 19:04:15.000        5.863           1.000000
26 Jun 2023 19:04:20.000        5.810           1.000000
26 Jun 2023 19:04:25.000        5.810           1.000000
26 Jun 2023 19:04:30.000        6.021           1.000000
26 Jun 2023 19:04:35.000        6.074           1.000000
26 Jun 2023 19:04:40.000        6.127           1.000000
26 Jun 2023 19:04:45.000        5.863           1.000000
26 Jun 2023 19:04:50.000        5.757           1.000000
26 Jun 2023 19:04:55.000        5.863           1.000000
26 Jun 2023 19:05:00.000        5.968           1.000000
26 Jun 2023 19:05:05.000        5.863           1.000000
26 Jun 2023 19:05:10.000        5.915           1.000000
26 Jun 2023 19:05:15.000        5.757           1.000000
26 Jun 2023 19:05:20.000        5.757           1.000000
26 Jun 2023 19:05:25.000        5.757           1.000000
26 Jun 2023 19:05:30.000        5.704           1.000000
26 Jun 2023 19:05:35.000        5.757           1.000000
26 Jun 2023 19:05:40.000        5.651           1.000000
26 Jun 2023 19:05:45.000        5.651           1.000000
26 Jun 2023 19:05:50.000        5.599           1.000000
26 Jun 2023 19:05:55.000        5.651           1.000000
26 Jun 2023 19:06:00.000        5.493           1.000000
26 Jun 2023 19:06:05.000        5.651           1.000000
26 Jun 2023 19:06:10.000        5.493           1.000000
26 Jun 2023 19:06:15.000        5.335           1.000000
26 Jun 2023 19:06:20.000        5.387           1.000000
26 Jun 2023 19:06:25.000        5.493           1.000000
26 Jun 2023 19:06:30.000        5.387           1.000000
26 Jun 2023 19:06:35.000        5.282           1.000000
26 Jun 2023 19:06:40.000        5.387           1.000000
26 Jun 2023 19:06:45.000        5.335           1.000000
26 Jun 2023 19:06:50.000        5.387           1.000000
26 Jun 2023 19:06:55.000        5.335           1.000000
26 Jun 2023 19:07:00.000        5.335           1.000000
26 Jun 2023 19:07:05.000        5.440           1.000000
26 Jun 2023 19:07:10.000        5.387           1.000000
26 Jun 2023 19:07:15.000        5.387           1.000000
26 Jun 2023 19:07:20.000        5.546           1.000000
26 Jun 2023 19:07:25.000        5.387           1.000000
26 Jun 2023 19:07:30.000        5.387           1.000000
26 Jun 2023 19:07:35.000        5.387           1.000000
26 Jun 2023 19:07:40.000        5.335           1.000000
26 Jun 2023 19:07:45.000        5.229           1.000000
26 Jun 2023 19:07:50.000        5.229           1.000000
26 Jun 2023 19:07:55.000        5.229           1.000000
26 Jun 2023 19:08:00.000        5.123           1.000000
26 Jun 2023 19:08:05.000        5.123           1.000000
26 Jun 2023 19:08:10.000        5.176           1.000000
26 Jun 2023 19:08:15.000        5.070           1.000000
26 Jun 2023 19:08:20.000        5.070           1.000000
26 Jun 2023 19:08:25.000        5.123           1.000000
26 Jun 2023 19:08:30.000        5.070           1.000000
26 Jun 2023 19:08:35.000        5.123           1.000000
26 Jun 2023 19:08:40.000        5.229           1.000000
26 Jun 2023 19:08:45.000        5.335           1.000000
26 Jun 2023 19:08:50.000        5.387           1.000000
26 Jun 2023 19:08:55.000        5.493           1.000000
26 Jun 2023 19:09:00.000        5.387           1.000000
26 Jun 2023 19:09:05.000        5.440           1.000000
26 Jun 2023 19:09:10.000        5.546           1.000000
26 Jun 2023 19:09:15.000        5.493           1.000000
26 Jun 2023 19:09:20.000        5.440           1.000000
26 Jun 2023 19:09:25.000        5.546           1.000000
26 Jun 2023 19:09:30.000        5.546           1.000000
26 Jun 2023 19:09:35.000        5.546           1.000000
26 Jun 2023 19:09:40.000        5.652           1.000000
26 Jun 2023 19:09:45.000        5.757           1.000000
26 Jun 2023 19:09:50.000        5.652           1.000000
26 Jun 2023 19:09:55.000        5.704           1.000000
