                                                                      29 Aug 2023 20:15:39
Satellite-SPICESat


                           Definition                           
----------------------------------------------------------------
Temperature Model for SPICESat                                  
                                                                
Solar Flux at 1 AU         = 1361.166 W/m^2                     
Earth Albedo               = 0.340                              
                                                                
Shape                      = Plate                              
Cross sectional Area       = 1.000 m^2                          
Material Emissivity        = 0.924                              
Material Absorptivity      = 0.248                              
Plate Normal Vector        = Earth (based on Satellite/SPICESat)
                                                                
Internal Power Dissipation = 0.000 W                            


       Time (UTCG)          Temperature (K)    Solar Flux (dBW/m^2)    Solar Intensity (%)
------------------------    ---------------    --------------------    -------------------
29 Aug 2023 16:00:00.000            241.886               31.252796                 0.0000
29 Aug 2023 16:00:05.000            241.886               31.252795                 0.0000
29 Aug 2023 16:00:10.000            241.886               31.252795                 0.0000
29 Aug 2023 16:00:15.000            241.886               31.252795                 0.0000
29 Aug 2023 16:00:20.000            241.886               31.252795                 0.0000
29 Aug 2023 16:00:25.000            241.886               31.252795                 0.0000
29 Aug 2023 16:00:30.000            241.886               31.252795                 0.0000
29 Aug 2023 16:00:35.000            241.886               31.252794                 0.0000
29 Aug 2023 16:00:40.000            241.886               31.252794                 0.0000
29 Aug 2023 16:00:45.000            241.886               31.252794                 0.0000
29 Aug 2023 16:00:50.000            241.886               31.252794                 0.0000
29 Aug 2023 16:00:55.000            241.886               31.252794                 0.0000
29 Aug 2023 16:01:00.000            241.885               31.252794                 0.0000
29 Aug 2023 16:01:05.000            241.885               31.252794                 0.0000
29 Aug 2023 16:01:10.000            241.885               31.252794                 0.0000
29 Aug 2023 16:01:15.000            241.885               31.252794                 0.0000
29 Aug 2023 16:01:20.000            241.885               31.252794                 0.0000
29 Aug 2023 16:01:25.000            241.885               31.252794                 0.0000
29 Aug 2023 16:01:30.000            241.885               31.252794                 0.0000
29 Aug 2023 16:01:35.000            241.885               31.252794                 0.0000
29 Aug 2023 16:01:40.000            241.885               31.252794                 0.0000
29 Aug 2023 16:01:45.000            241.885               31.252794                 0.0000
29 Aug 2023 16:01:50.000            241.885               31.252794                 0.0000
29 Aug 2023 16:01:55.000            241.885               31.252794                 0.0000
29 Aug 2023 16:02:00.000            241.885               31.252794                 0.0000
29 Aug 2023 16:02:05.000            241.885               31.252794                 0.0000
29 Aug 2023 16:02:10.000            241.885               31.252795                 0.0000
29 Aug 2023 16:02:15.000            241.885               31.252795                 0.0000
29 Aug 2023 16:02:20.000            241.885               31.252795                 0.0000
29 Aug 2023 16:02:25.000            241.885               31.252795                 0.0000
29 Aug 2023 16:02:30.000            241.885               31.252795                 0.0000
29 Aug 2023 16:02:35.000            241.885               31.252795                 0.0000
29 Aug 2023 16:02:40.000            241.885               31.252796                 0.0000
29 Aug 2023 16:02:45.000            241.885               31.252796                 0.0000
29 Aug 2023 16:02:50.000            241.885               31.252796                 0.0000
29 Aug 2023 16:02:55.000            241.885               31.252796                 0.0000
29 Aug 2023 16:03:00.000            241.885               31.252797                 0.0000
29 Aug 2023 16:03:05.000            241.885               31.252797                 0.0000
29 Aug 2023 16:03:10.000            241.885               31.252797                 0.0000
29 Aug 2023 16:03:15.000            241.885               31.252798                 0.0000
29 Aug 2023 16:03:20.000            241.885               31.252798                 0.0000
29 Aug 2023 16:03:25.000            241.885               31.252798                 0.0000
29 Aug 2023 16:03:30.000            241.885               31.252799                 0.0000
29 Aug 2023 16:03:35.000            241.885               31.252799                 0.0000
29 Aug 2023 16:03:40.000            241.885               31.252799                 0.0000
29 Aug 2023 16:03:45.000            241.885               31.252800                 0.0000
29 Aug 2023 16:03:50.000            241.885               31.252800                 0.0000
29 Aug 2023 16:03:55.000            241.885               31.252801                 0.0000
29 Aug 2023 16:04:00.000            241.885               31.252801                 0.0000
29 Aug 2023 16:04:05.000            241.885               31.252801                 0.0000
29 Aug 2023 16:04:10.000            241.885               31.252802                 0.0000
29 Aug 2023 16:04:15.000            241.885               31.252802                 0.0000
29 Aug 2023 16:04:20.000            241.885               31.252803                 0.0000
29 Aug 2023 16:04:25.000            241.885               31.252803                 0.0000
29 Aug 2023 16:04:30.000            241.885               31.252804                 0.0000
29 Aug 2023 16:04:35.000            241.885               31.252804                 0.0000
29 Aug 2023 16:04:40.000            241.885               31.252805                 0.0000
29 Aug 2023 16:04:45.000            241.885               31.252805                 0.0000
29 Aug 2023 16:04:50.000            241.885               31.252806                 0.0000
29 Aug 2023 16:04:55.000            241.885               31.252807                 0.0000
29 Aug 2023 16:05:00.000            241.885               31.252807                 0.0000
29 Aug 2023 16:05:05.000            241.885               31.252808                 0.0000
29 Aug 2023 16:05:10.000            241.885               31.252809                 0.0000
29 Aug 2023 16:05:15.000            241.885               31.252809                 0.0000
29 Aug 2023 16:05:20.000            241.885               31.252810                 0.0000
29 Aug 2023 16:05:25.000            241.885               31.252810                 0.0000
29 Aug 2023 16:05:30.000            241.885               31.252811                 0.0000
29 Aug 2023 16:05:35.000            241.885               31.252812                 0.0000
29 Aug 2023 16:05:40.000            241.885               31.252813                 0.0000
29 Aug 2023 16:05:45.000            241.885               31.252813                 0.0000
29 Aug 2023 16:05:50.000            241.885               31.252814                 0.0000
29 Aug 2023 16:05:55.000            241.885               31.252815                 0.0000
29 Aug 2023 16:06:00.000            241.885               31.252816                 0.0000
29 Aug 2023 16:06:05.000            241.885               31.252816                 0.0000
29 Aug 2023 16:06:10.000            241.885               31.252817                 0.0000
29 Aug 2023 16:06:15.000            241.885               31.252818                 0.0000
29 Aug 2023 16:06:20.000            241.885               31.252819                 0.0000
29 Aug 2023 16:06:25.000            241.885               31.252820                 0.0000
29 Aug 2023 16:06:30.000            241.885               31.252820                 0.0000
29 Aug 2023 16:06:35.000            241.885               31.252821                 0.0000
29 Aug 2023 16:06:40.000            241.885               31.252822                 0.0000
29 Aug 2023 16:06:45.000            241.885               31.252823                 0.0000
29 Aug 2023 16:06:50.000            241.885               31.252824                 0.0000
29 Aug 2023 16:06:55.000            241.885               31.252825                 0.0000
29 Aug 2023 16:07:00.000            241.885               31.252826                 0.0000
29 Aug 2023 16:07:05.000            241.885               31.252827                 0.0000
29 Aug 2023 16:07:10.000            241.885               31.252828                 0.0000
29 Aug 2023 16:07:15.000            241.885               31.252829                 0.0000
29 Aug 2023 16:07:20.000            241.885               31.252830                 0.0000
29 Aug 2023 16:07:25.000            241.885               31.252831                 0.0000
29 Aug 2023 16:07:30.000            241.885               31.252832                 0.0000
29 Aug 2023 16:07:35.000            241.885               31.252833                 0.0000
29 Aug 2023 16:07:40.000            241.885               31.252834                 0.0000
29 Aug 2023 16:07:45.000            241.885               31.252835                 0.0000
29 Aug 2023 16:07:50.000            241.885               31.252836                 0.0000
29 Aug 2023 16:07:55.000            241.885               31.252837                 0.0000
29 Aug 2023 16:08:00.000            241.885               31.252838                 0.0000
29 Aug 2023 16:08:05.000            241.885               31.252839                 0.0000
29 Aug 2023 16:08:10.000            241.885               31.252840                 0.0000
29 Aug 2023 16:08:15.000            241.884               31.252841                 0.0000
29 Aug 2023 16:08:20.000            241.884               31.252842                 0.0000
29 Aug 2023 16:08:25.000            241.884               31.252843                 0.0000
29 Aug 2023 16:08:30.000            241.884               31.252845                 0.0000
29 Aug 2023 16:08:35.000            241.884               31.252846                 0.0000
29 Aug 2023 16:08:40.000            241.884               31.252847                 0.0000
29 Aug 2023 16:08:45.000            241.884               31.252848                 0.0000
29 Aug 2023 16:08:50.000            241.884               31.252849                 0.0000
29 Aug 2023 16:08:55.000            241.884               31.252850                 0.0000
29 Aug 2023 16:09:00.000            241.884               31.252852                 0.0000
29 Aug 2023 16:09:05.000            241.884               31.252853                 0.0000
29 Aug 2023 16:09:10.000            241.884               31.252854                 0.0000
29 Aug 2023 16:09:15.000            241.884               31.252855                 0.0000
29 Aug 2023 16:09:20.000            241.884               31.252857                 0.0000
29 Aug 2023 16:09:25.000            241.884               31.252858                 0.0000
29 Aug 2023 16:09:30.000            241.884               31.252859                 0.0000
29 Aug 2023 16:09:35.000            241.884               31.252861                 0.0000
29 Aug 2023 16:09:40.000            241.884               31.252862                 0.0000
29 Aug 2023 16:09:45.000            241.884               31.252863                 0.0000
29 Aug 2023 16:09:50.000            241.884               31.252865                 0.0000
29 Aug 2023 16:09:55.000            241.884               31.252866                 0.0000
29 Aug 2023 16:10:00.000            241.884               31.252867                 0.0000
29 Aug 2023 16:10:05.000            241.884               31.252869                 0.0000
29 Aug 2023 16:10:10.000            241.884               31.252870                 0.0000
29 Aug 2023 16:10:15.000            241.884               31.252872                 0.0000
29 Aug 2023 16:10:20.000            241.884               31.252873                 0.0000
29 Aug 2023 16:10:25.000            241.884               31.252874                 0.0000
29 Aug 2023 16:10:30.000            241.884               31.252876                 0.0000
29 Aug 2023 16:10:35.000            241.884               31.252877                 0.0000
29 Aug 2023 16:10:40.000            241.884               31.252879                 0.0000
29 Aug 2023 16:10:45.000            241.884               31.252880                 0.0000
29 Aug 2023 16:10:50.000            241.884               31.252882                 0.0000
29 Aug 2023 16:10:55.000            241.884               31.252883                 0.0000
29 Aug 2023 16:11:00.000            241.884               31.252885                 0.0000
29 Aug 2023 16:11:05.000            241.884               31.252886                 0.0000
29 Aug 2023 16:11:10.000            241.884               31.252888                 0.0000
29 Aug 2023 16:11:15.000            241.884               31.252889                 0.0000
29 Aug 2023 16:11:20.000            241.884               31.252891                 0.0000
29 Aug 2023 16:11:25.000            241.884               31.252893                 0.0000
29 Aug 2023 16:11:30.000            241.884               31.252894                 0.0000
29 Aug 2023 16:11:35.000            241.884               31.252896                 0.0000
29 Aug 2023 16:11:40.000            241.884               31.252897                 0.0000
29 Aug 2023 16:11:45.000            241.884               31.252899                 0.0000
29 Aug 2023 16:11:50.000            241.884               31.252901                 0.0000
29 Aug 2023 16:11:55.000            241.884               31.252902                 0.0000
29 Aug 2023 16:12:00.000            241.884               31.252904                 0.0000
29 Aug 2023 16:12:05.000            241.884               31.252906                 0.0000
29 Aug 2023 16:12:10.000            257.222               31.252907                41.8342
29 Aug 2023 16:12:15.000            274.433               31.252909               100.0000
29 Aug 2023 16:12:20.000            274.040               31.252911               100.0000
29 Aug 2023 16:12:25.000            273.644               31.252912               100.0000
29 Aug 2023 16:12:30.000            273.246               31.252914               100.0000
29 Aug 2023 16:12:35.000            272.845               31.252916               100.0000
29 Aug 2023 16:12:40.000            272.442               31.252917               100.0000
29 Aug 2023 16:12:45.000            272.036               31.252919               100.0000
29 Aug 2023 16:12:50.000            271.627               31.252921               100.0000
29 Aug 2023 16:12:55.000            271.216               31.252923               100.0000
29 Aug 2023 16:13:00.000            270.802               31.252925               100.0000
29 Aug 2023 16:13:05.000            270.385               31.252926               100.0000
29 Aug 2023 16:13:10.000            269.966               31.252928               100.0000
29 Aug 2023 16:13:15.000            269.544               31.252930               100.0000
29 Aug 2023 16:13:20.000            269.119               31.252932               100.0000
29 Aug 2023 16:13:25.000            268.691               31.252934               100.0000
29 Aug 2023 16:13:30.000            268.261               31.252935               100.0000
29 Aug 2023 16:13:35.000            267.828               31.252937               100.0000
29 Aug 2023 16:13:40.000            267.392               31.252939               100.0000
29 Aug 2023 16:13:45.000            266.954               31.252941               100.0000
29 Aug 2023 16:13:50.000            266.512               31.252943               100.0000
29 Aug 2023 16:13:55.000            266.068               31.252945               100.0000
29 Aug 2023 16:14:00.000            265.621               31.252947               100.0000
29 Aug 2023 16:14:05.000            265.171               31.252949               100.0000
29 Aug 2023 16:14:10.000            264.718               31.252950               100.0000
29 Aug 2023 16:14:15.000            264.263               31.252952               100.0000
29 Aug 2023 16:14:20.000            263.804               31.252954               100.0000
29 Aug 2023 16:14:25.000            263.342               31.252956               100.0000
29 Aug 2023 16:14:30.000            262.878               31.252958               100.0000
29 Aug 2023 16:14:35.000            262.411               31.252960               100.0000
29 Aug 2023 16:14:40.000            261.940               31.252962               100.0000
29 Aug 2023 16:14:45.000            261.467               31.252964               100.0000
29 Aug 2023 16:14:50.000            260.990               31.252966               100.0000
29 Aug 2023 16:14:55.000            260.511               31.252968               100.0000
29 Aug 2023 16:15:00.000            260.029               31.252970               100.0000
29 Aug 2023 16:15:05.000            259.544               31.252972               100.0000
29 Aug 2023 16:15:10.000            259.055               31.252974               100.0000
29 Aug 2023 16:15:15.000            258.564               31.252976               100.0000
29 Aug 2023 16:15:20.000            258.070               31.252978               100.0000
29 Aug 2023 16:15:25.000            257.572               31.252980               100.0000
29 Aug 2023 16:15:30.000            257.072               31.252982               100.0000
29 Aug 2023 16:15:35.000            256.569               31.252984               100.0000
29 Aug 2023 16:15:40.000            256.063               31.252987               100.0000
29 Aug 2023 16:15:45.000            255.553               31.252989               100.0000
29 Aug 2023 16:15:50.000            255.041               31.252991               100.0000
29 Aug 2023 16:15:55.000            254.526               31.252993               100.0000
29 Aug 2023 16:16:00.000            254.009               31.252995               100.0000
29 Aug 2023 16:16:05.000            253.488               31.252997               100.0000
29 Aug 2023 16:16:10.000            252.966               31.252999               100.0000
29 Aug 2023 16:16:15.000            252.440               31.253001               100.0000
29 Aug 2023 16:16:20.000            251.912               31.253003               100.0000
29 Aug 2023 16:16:25.000            251.382               31.253006               100.0000
29 Aug 2023 16:16:30.000            250.849               31.253008               100.0000
29 Aug 2023 16:16:35.000            250.315               31.253010               100.0000
29 Aug 2023 16:16:40.000            249.778               31.253012               100.0000
29 Aug 2023 16:16:45.000            249.240               31.253014               100.0000
29 Aug 2023 16:16:50.000            248.702               31.253016               100.0000
29 Aug 2023 16:16:55.000            248.162               31.253019               100.0000
29 Aug 2023 16:17:00.000            247.622               31.253021               100.0000
29 Aug 2023 16:17:05.000            247.082               31.253023               100.0000
29 Aug 2023 16:17:10.000            246.541               31.253025               100.0000
29 Aug 2023 16:17:15.000            246.003               31.253028               100.0000
29 Aug 2023 16:17:20.000            245.466               31.253030               100.0000
29 Aug 2023 16:17:25.000            244.931               31.253032               100.0000
29 Aug 2023 16:17:30.000            244.399               31.253034               100.0000
29 Aug 2023 16:17:35.000            243.868               31.253037               100.0000
29 Aug 2023 16:17:40.000            243.343               31.253039               100.0000
29 Aug 2023 16:17:45.000            242.821               31.253041               100.0000
29 Aug 2023 16:17:50.000            242.789               31.253043               100.0000
29 Aug 2023 16:17:55.000            242.887               31.253046               100.0000
29 Aug 2023 16:18:00.000            242.993               31.253048               100.0000
29 Aug 2023 16:18:05.000            243.106               31.253050               100.0000
29 Aug 2023 16:18:10.000            243.225               31.253053               100.0000
29 Aug 2023 16:18:15.000            243.350               31.253055               100.0000
29 Aug 2023 16:18:20.000            243.479               31.253057               100.0000
29 Aug 2023 16:18:25.000            243.614               31.253059               100.0000
29 Aug 2023 16:18:30.000            243.754               31.253062               100.0000
29 Aug 2023 16:18:35.000            243.897               31.253064               100.0000
29 Aug 2023 16:18:40.000            244.043               31.253066               100.0000
29 Aug 2023 16:18:45.000            244.192               31.253069               100.0000
29 Aug 2023 16:18:50.000            244.343               31.253071               100.0000
29 Aug 2023 16:18:55.000            244.498               31.253074               100.0000
29 Aug 2023 16:19:00.000            244.653               31.253076               100.0000
29 Aug 2023 16:19:05.000            244.810               31.253078               100.0000
29 Aug 2023 16:19:10.000            244.969               31.253081               100.0000
29 Aug 2023 16:19:15.000            245.128               31.253083               100.0000
29 Aug 2023 16:19:20.000            245.289               31.253085               100.0000
29 Aug 2023 16:19:25.000            245.450               31.253088               100.0000
29 Aug 2023 16:19:30.000            245.612               31.253090               100.0000
29 Aug 2023 16:19:35.000            245.774               31.253093               100.0000
29 Aug 2023 16:19:40.000            245.937               31.253095               100.0000
29 Aug 2023 16:19:45.000            246.101               31.253097               100.0000
29 Aug 2023 16:19:50.000            246.264               31.253100               100.0000
29 Aug 2023 16:19:55.000            246.428               31.253102               100.0000
29 Aug 2023 16:20:00.000            246.591               31.253105               100.0000
29 Aug 2023 16:20:05.000            246.755               31.253107               100.0000
29 Aug 2023 16:20:10.000            246.918               31.253110               100.0000
29 Aug 2023 16:20:15.000            247.082               31.253112               100.0000
29 Aug 2023 16:20:20.000            247.245               31.253115               100.0000
29 Aug 2023 16:20:25.000            247.409               31.253117               100.0000
29 Aug 2023 16:20:30.000            247.572               31.253119               100.0000
29 Aug 2023 16:20:35.000            247.734               31.253122               100.0000
29 Aug 2023 16:20:40.000            247.897               31.253124               100.0000
29 Aug 2023 16:20:45.000            248.059               31.253127               100.0000
29 Aug 2023 16:20:50.000            248.221               31.253129               100.0000
29 Aug 2023 16:20:55.000            248.383               31.253132               100.0000
29 Aug 2023 16:21:00.000            248.544               31.253134               100.0000
29 Aug 2023 16:21:05.000            248.705               31.253137               100.0000
29 Aug 2023 16:21:10.000            248.865               31.253139               100.0000
29 Aug 2023 16:21:15.000            249.026               31.253142               100.0000
29 Aug 2023 16:21:20.000            249.185               31.253144               100.0000
29 Aug 2023 16:21:25.000            249.344               31.253147               100.0000
29 Aug 2023 16:21:30.000            249.503               31.253149               100.0000
29 Aug 2023 16:21:35.000            249.662               31.253152               100.0000
29 Aug 2023 16:21:40.000            249.819               31.253154               100.0000
29 Aug 2023 16:21:45.000            249.977               31.253157               100.0000
29 Aug 2023 16:21:50.000            250.134               31.253159               100.0000
29 Aug 2023 16:21:55.000            250.290               31.253162               100.0000
29 Aug 2023 16:22:00.000            250.446               31.253164               100.0000
29 Aug 2023 16:22:05.000            250.602               31.253167               100.0000
29 Aug 2023 16:22:10.000            250.757               31.253169               100.0000
29 Aug 2023 16:22:15.000            250.911               31.253172               100.0000
29 Aug 2023 16:22:20.000            251.065               31.253175               100.0000
29 Aug 2023 16:22:25.000            251.218               31.253177               100.0000
29 Aug 2023 16:22:30.000            251.371               31.253180               100.0000
29 Aug 2023 16:22:35.000            251.523               31.253182               100.0000
29 Aug 2023 16:22:40.000            251.675               31.253185               100.0000
29 Aug 2023 16:22:45.000            251.826               31.253187               100.0000
29 Aug 2023 16:22:50.000            251.977               31.253190               100.0000
29 Aug 2023 16:22:55.000            252.127               31.253192               100.0000
29 Aug 2023 16:23:00.000            252.276               31.253195               100.0000
29 Aug 2023 16:23:05.000            252.425               31.253198               100.0000
29 Aug 2023 16:23:10.000            252.574               31.253200               100.0000
29 Aug 2023 16:23:15.000            252.721               31.253203               100.0000
29 Aug 2023 16:23:20.000            252.869               31.253205               100.0000
29 Aug 2023 16:23:25.000            253.015               31.253208               100.0000
29 Aug 2023 16:23:30.000            253.161               31.253210               100.0000
29 Aug 2023 16:23:35.000            253.307               31.253213               100.0000
29 Aug 2023 16:23:40.000            253.452               31.253216               100.0000
29 Aug 2023 16:23:45.000            253.596               31.253218               100.0000
29 Aug 2023 16:23:50.000            253.740               31.253221               100.0000
29 Aug 2023 16:23:55.000            253.883               31.253223               100.0000
29 Aug 2023 16:24:00.000            254.025               31.253226               100.0000
29 Aug 2023 16:24:05.000            254.167               31.253228               100.0000
29 Aug 2023 16:24:10.000            254.308               31.253231               100.0000
29 Aug 2023 16:24:15.000            254.449               31.253234               100.0000
29 Aug 2023 16:24:20.000            254.589               31.253236               100.0000
29 Aug 2023 16:24:25.000            254.729               31.253239               100.0000
29 Aug 2023 16:24:30.000            254.868               31.253241               100.0000
29 Aug 2023 16:24:35.000            255.006               31.253244               100.0000
29 Aug 2023 16:24:40.000            255.144               31.253247               100.0000
29 Aug 2023 16:24:45.000            255.281               31.253249               100.0000
29 Aug 2023 16:24:50.000            255.418               31.253252               100.0000
29 Aug 2023 16:24:55.000            255.553               31.253254               100.0000
29 Aug 2023 16:25:00.000            255.689               31.253257               100.0000
29 Aug 2023 16:25:05.000            255.823               31.253260               100.0000
29 Aug 2023 16:25:10.000            255.958               31.253262               100.0000
29 Aug 2023 16:25:15.000            256.091               31.253265               100.0000
29 Aug 2023 16:25:20.000            256.224               31.253267               100.0000
29 Aug 2023 16:25:25.000            256.356               31.253270               100.0000
29 Aug 2023 16:25:30.000            256.488               31.253273               100.0000
29 Aug 2023 16:25:35.000            256.619               31.253275               100.0000
29 Aug 2023 16:25:40.000            256.749               31.253278               100.0000
29 Aug 2023 16:25:45.000            256.879               31.253280               100.0000
29 Aug 2023 16:25:50.000            257.008               31.253283               100.0000
29 Aug 2023 16:25:55.000            257.136               31.253285               100.0000
29 Aug 2023 16:26:00.000            257.264               31.253288               100.0000
29 Aug 2023 16:26:05.000            257.392               31.253291               100.0000
29 Aug 2023 16:26:10.000            257.518               31.253293               100.0000
29 Aug 2023 16:26:15.000            257.644               31.253296               100.0000
29 Aug 2023 16:26:20.000            257.769               31.253298               100.0000
29 Aug 2023 16:26:25.000            257.894               31.253301               100.0000
29 Aug 2023 16:26:30.000            258.018               31.253304               100.0000
29 Aug 2023 16:26:35.000            258.142               31.253306               100.0000
29 Aug 2023 16:26:40.000            258.264               31.253309               100.0000
29 Aug 2023 16:26:45.000            258.387               31.253311               100.0000
29 Aug 2023 16:26:50.000            258.508               31.253314               100.0000
29 Aug 2023 16:26:55.000            258.629               31.253317               100.0000
29 Aug 2023 16:27:00.000            258.749               31.253319               100.0000
29 Aug 2023 16:27:05.000            258.869               31.253322               100.0000
29 Aug 2023 16:27:10.000            258.988               31.253324               100.0000
29 Aug 2023 16:27:15.000            259.106               31.253327               100.0000
29 Aug 2023 16:27:20.000            259.224               31.253329               100.0000
29 Aug 2023 16:27:25.000            259.341               31.253332               100.0000
29 Aug 2023 16:27:30.000            259.457               31.253335               100.0000
29 Aug 2023 16:27:35.000            259.573               31.253337               100.0000
29 Aug 2023 16:27:40.000            259.688               31.253340               100.0000
29 Aug 2023 16:27:45.000            259.802               31.253342               100.0000
29 Aug 2023 16:27:50.000            259.916               31.253345               100.0000
29 Aug 2023 16:27:55.000            260.029               31.253347               100.0000
29 Aug 2023 16:28:00.000            260.141               31.253350               100.0000
29 Aug 2023 16:28:05.000            260.253               31.253353               100.0000
29 Aug 2023 16:28:10.000            260.364               31.253355               100.0000
29 Aug 2023 16:28:15.000            260.475               31.253358               100.0000
29 Aug 2023 16:28:20.000            260.584               31.253360               100.0000
29 Aug 2023 16:28:25.000            260.693               31.253363               100.0000
29 Aug 2023 16:28:30.000            260.802               31.253365               100.0000
29 Aug 2023 16:28:35.000            260.910               31.253368               100.0000
29 Aug 2023 16:28:40.000            261.017               31.253370               100.0000
29 Aug 2023 16:28:45.000            261.123               31.253373               100.0000
29 Aug 2023 16:28:50.000            261.229               31.253375               100.0000
29 Aug 2023 16:28:55.000            261.334               31.253378               100.0000
29 Aug 2023 16:29:00.000            261.438               31.253380               100.0000
29 Aug 2023 16:29:05.000            261.542               31.253383               100.0000
29 Aug 2023 16:29:10.000            261.645               31.253386               100.0000
29 Aug 2023 16:29:15.000            261.748               31.253388               100.0000
29 Aug 2023 16:29:20.000            261.850               31.253391               100.0000
29 Aug 2023 16:29:25.000            261.951               31.253393               100.0000
29 Aug 2023 16:29:30.000            262.051               31.253396               100.0000
29 Aug 2023 16:29:35.000            262.151               31.253398               100.0000
29 Aug 2023 16:29:40.000            262.250               31.253401               100.0000
29 Aug 2023 16:29:45.000            262.348               31.253403               100.0000
29 Aug 2023 16:29:50.000            262.446               31.253406               100.0000
29 Aug 2023 16:29:55.000            262.543               31.253408               100.0000
29 Aug 2023 16:30:00.000            262.639               31.253411               100.0000
29 Aug 2023 16:30:05.000            262.735               31.253413               100.0000
29 Aug 2023 16:30:10.000            262.830               31.253415               100.0000
29 Aug 2023 16:30:15.000            262.924               31.253418               100.0000
29 Aug 2023 16:30:20.000            263.018               31.253420               100.0000
29 Aug 2023 16:30:25.000            263.110               31.253423               100.0000
29 Aug 2023 16:30:30.000            263.203               31.253425               100.0000
29 Aug 2023 16:30:35.000            263.294               31.253428               100.0000
29 Aug 2023 16:30:40.000            263.385               31.253430               100.0000
29 Aug 2023 16:30:45.000            263.475               31.253433               100.0000
29 Aug 2023 16:30:50.000            263.565               31.253435               100.0000
29 Aug 2023 16:30:55.000            263.653               31.253438               100.0000
29 Aug 2023 16:31:00.000            263.742               31.253440               100.0000
29 Aug 2023 16:31:05.000            263.829               31.253442               100.0000
29 Aug 2023 16:31:10.000            263.916               31.253445               100.0000
29 Aug 2023 16:31:15.000            264.002               31.253447               100.0000
29 Aug 2023 16:31:20.000            264.087               31.253450               100.0000
29 Aug 2023 16:31:25.000            264.172               31.253452               100.0000
29 Aug 2023 16:31:30.000            264.256               31.253454               100.0000
29 Aug 2023 16:31:35.000            264.339               31.253457               100.0000
29 Aug 2023 16:31:40.000            264.421               31.253459               100.0000
29 Aug 2023 16:31:45.000            264.503               31.253462               100.0000
29 Aug 2023 16:31:50.000            264.584               31.253464               100.0000
29 Aug 2023 16:31:55.000            264.665               31.253466               100.0000
29 Aug 2023 16:32:00.000            264.745               31.253469               100.0000
29 Aug 2023 16:32:05.000            264.824               31.253471               100.0000
29 Aug 2023 16:32:10.000            264.902               31.253473               100.0000
29 Aug 2023 16:32:15.000            264.980               31.253476               100.0000
29 Aug 2023 16:32:20.000            265.056               31.253478               100.0000
29 Aug 2023 16:32:25.000            265.133               31.253480               100.0000
29 Aug 2023 16:32:30.000            265.208               31.253483               100.0000
29 Aug 2023 16:32:35.000            265.283               31.253485               100.0000
29 Aug 2023 16:32:40.000            265.357               31.253487               100.0000
29 Aug 2023 16:32:45.000            265.431               31.253490               100.0000
29 Aug 2023 16:32:50.000            265.503               31.253492               100.0000
29 Aug 2023 16:32:55.000            265.575               31.253494               100.0000
29 Aug 2023 16:33:00.000            265.647               31.253496               100.0000
29 Aug 2023 16:33:05.000            265.717               31.253499               100.0000
29 Aug 2023 16:33:10.000            265.787               31.253501               100.0000
29 Aug 2023 16:33:15.000            265.856               31.253503               100.0000
29 Aug 2023 16:33:20.000            265.925               31.253506               100.0000
29 Aug 2023 16:33:25.000            265.993               31.253508               100.0000
29 Aug 2023 16:33:30.000            266.060               31.253510               100.0000
29 Aug 2023 16:33:35.000            266.126               31.253512               100.0000
29 Aug 2023 16:33:40.000            266.192               31.253514               100.0000
29 Aug 2023 16:33:45.000            266.257               31.253517               100.0000
29 Aug 2023 16:33:50.000            266.321               31.253519               100.0000
29 Aug 2023 16:33:55.000            266.384               31.253521               100.0000
29 Aug 2023 16:34:00.000            266.447               31.253523               100.0000
29 Aug 2023 16:34:05.000            266.509               31.253526               100.0000
29 Aug 2023 16:34:10.000            266.571               31.253528               100.0000
29 Aug 2023 16:34:15.000            266.631               31.253530               100.0000
29 Aug 2023 16:34:20.000            266.691               31.253532               100.0000
29 Aug 2023 16:34:25.000            266.751               31.253534               100.0000
29 Aug 2023 16:34:30.000            266.809               31.253536               100.0000
29 Aug 2023 16:34:35.000            266.867               31.253539               100.0000
29 Aug 2023 16:34:40.000            266.924               31.253541               100.0000
29 Aug 2023 16:34:45.000            266.980               31.253543               100.0000
29 Aug 2023 16:34:50.000            267.036               31.253545               100.0000
29 Aug 2023 16:34:55.000            267.091               31.253547               100.0000
29 Aug 2023 16:35:00.000            267.145               31.253549               100.0000
29 Aug 2023 16:35:05.000            267.199               31.253551               100.0000
29 Aug 2023 16:35:10.000            267.251               31.253553               100.0000
29 Aug 2023 16:35:15.000            267.303               31.253555               100.0000
29 Aug 2023 16:35:20.000            267.355               31.253557               100.0000
29 Aug 2023 16:35:25.000            267.405               31.253560               100.0000
29 Aug 2023 16:35:30.000            267.455               31.253562               100.0000
29 Aug 2023 16:35:35.000            267.504               31.253564               100.0000
29 Aug 2023 16:35:40.000            267.553               31.253566               100.0000
29 Aug 2023 16:35:45.000            267.601               31.253568               100.0000
29 Aug 2023 16:35:50.000            267.648               31.253570               100.0000
29 Aug 2023 16:35:55.000            267.694               31.253572               100.0000
29 Aug 2023 16:36:00.000            267.740               31.253574               100.0000
29 Aug 2023 16:36:05.000            267.784               31.253576               100.0000
29 Aug 2023 16:36:10.000            267.829               31.253578               100.0000
29 Aug 2023 16:36:15.000            267.872               31.253580               100.0000
29 Aug 2023 16:36:20.000            267.915               31.253582               100.0000
